ili_id,oewn_pos,matched_english,oewn_words,ao_words,ao_gloss,oewn_definition
i65893,n,circulatory system,circulatory system|cardiovascular system,جهاز دوران,نظام حيوي حيواني ينقل بواسطة الدم المغذيات، الغازات، والفضلات من وإلى الخلايا، يساعد على مواجهة الأم,the organs and tissues involved in circulating blood and lymph through the body
i65883,n,reproductive system,reproductive system|genital system,جهاز تناسلي,نظام حيوي حيواني مسئول عن عملية التكاثر الجنسي,organs and tissues involved in the production and maturation of gametes and in their union and subse
i65331,n,lymphatic system,lymphatic system|systema lymphaticum,جهاز لمفاوي,نظام حيوي حيواني دوراني يجري فيه سائل اللمف الشفاف الذي يميل لونه إلى الصفرة، يشبه هذا السائل في ترك,the interconnected system of spaces and vessels between body tissues and organs by which lymph circu
i64965,n,endocrine system,endocrine system,جهاز غدد صماء,نظام حيوي حيواني يضم جميع الأنسجة والخلايا ذات الفعالية الغدية الصمية وهي عبارة عن خلايا غدية افرازي,the system of glands that produce endocrine secretions that help to control bodily metabolic activit
i65884,n,urinary system,urogenital system|urogenital apparatus|urinary system|urinary apparatus|genitourinary system,جهاز بولي,نظام حيوي حيواني يقوم بصناعة وتخزين وإخراج البول,the system that includes all organs involved in reproduction and in the formation and voidance of ur
i64964,n,digestive system,digestive system|gastrointestinal system|systema alimentarium|systema digestorium,جهاز هضمي|نظام هضمي,نظام حيوي حيواني مسئول عن هضم الأغذية حيث يحول جزيئات الغذاء المعقدة والكبيرة إلى جزيئات أصغر قابلة ,the system that makes food absorbable into the body
i35,s,spongy,spongy|spongelike,إِسْفَنْجِيٌّ,حيوان لافقاري بسيط مثبت بالصخور في الماء ،لا يمتلك أنسجة حقيقية,like a sponge in being able to absorb liquids and yield it back when compressed
i45508,n,annelida,Annelida|phylum Annelida,دودة حلقية,حيوان لافقاري جسمه مكون من عُقَل,"segmented worms: earthworms, lugworms, leeches"
i45484,n,roundworm,nematode|nematode worm|roundworm,دودة اسطوانية,حيوان لافقاري جسمه غير مقسم وأسطواني الشكل,unsegmented worms with elongated rounded body pointed at both ends; mostly free-living but some are 
i44582,n,chelicerata,Chelicerata|superclass Chelicerata,كائن ذو كلابات,مفصلي القدم تكون الزوائد الموجودة على القطعة الأولى من الجسم متحورة إلى كلابات أو ملاقط لتغذية، ويفت,"spiders, scorpions, horseshoe crabs"
i94189,n,insect,worm|louse|insect|dirt ball,حَشَرَةٌ,مفصلي القدم يمتلك ثلاثة أزواج من الأرجل، و قد يحمل بعضها زوجا من الأجنحة,a person who has a nasty or unethical character undeserving of respect
i45693,n,cephalopoda,Cephalopoda|class Cephalopoda,كائن رأسي القدم,كائن رخوي يمتلك أقداما متحورة إلى أذرع تحيط بالفم في الرأس، جهازه الدوراني مغلق، وجهازه العصبي متطور,"octopuses, squids, cuttlefish, pearly nautilus"
i45615,n,polyplacophora,Polyplacophora|class Polyplacophora,كائن متعدد الأصداف,كائن رخوي يمتلك صدفة مكونة من ثمانية قطع,small class of marine mollusks comprising the chitons; sometimes considered an order of the subclass
i45454,n,flatworm,flatworm|platyhelminth,دودة مفلطحة|دودة مسطحة,كائن لا فقاري جسمه مسطح ،عديم التجويف,parasitic or free-living worms having a flattened body
i45455,n,turbellaria,Turbellaria|class Turbellaria,تِيرْبِلَّارْيَا,دودة مفلطحة غير متطفلة، تعيش حرة طليقة في المياه العذبة أو المالحة، جسمها غير مقسم قطع، ولها جهاز هض,free-living flatworms
i45457,n,trematoda,Trematoda|class Trematoda,دودة ورقية,دودة مفلطحة متطفلة، جسمها غير مقسم إلى قطع، ولها جهاز هضمي,parasitic flatworms (including flukes)
i45468,n,cestoda,Cestoda|class Cestoda,سِيسْتُودَا,دودة مفلطحة متطفلة، جسمها مقسم إلى قطع ، ليس لها جهاز هضمي ، لها مماصات وخطافات في الجزء الأمامي من ,a class of parasitic flatworms (Cestoda)
i47735,n,echinoidea,Echinoidea|class Echinoidea,قنفد البحر,حيوان جلد شوكي يفتقر للأذرع جسمه مغطى بالأشواك,sea urchins and sand dollars
i47742,n,crinoidea,Crinoidea|class Crinoidea,كائن زنبقي,حيوان جلد شوكي له أذرعه الطويلة متفرعة يشبه الزهور,the class of sea lilies (Crinoidea)
i47751,n,holothuroidea,Holothuroidea|class Holothuroidea,خيار البحر,حيوان جلد شوكي جسمه محاط بغلاف عضلي سميك وقوي، لا يمتلك أشواك ويعتبر اعتبار حيوان جلد شوكي,class of echinoderms including the sea cucumbers
i45368,n,cnidaria,Cnidaria|phylum Cnidaria|Coelenterata|phylum Coelenterata,حيوان لاسع,حيوان لافقاري بحري يمتلك خلايا لاسعة على سطح جسمه,"hydras, polyps, jellyfishes, sea anemones, corals"
i45393,n,anthozoa,Anthozoa|class Anthozoa|Actinozoa|class Actinozoa,حيوان لاسع زهري,حيوان لاسع مثبت على الصخور له لوامس حول الفم لتساعده في التقاط فريسته، يتغذى على الرخويات والقشريات,a large class of sedentary marine coelenterates that includes sea anemones and corals; the medusoid 
i45373,n,scyphozoa,Scyphozoa|class Scyphozoa,حيوان لاسع فنجاني,حيوان لاسع فيه الطور الميدوسي هو السائد حيث يكون الفم من أسفل,coelenterates in which the polyp stage is absent or at least inconspicuous: jellyfishes
i45379,n,hydrozoa,Hydrozoa|class Hydrozoa,حيوان لاسع هايدري,حيوان لاسع يتميز دورة حياته بوجود إما الطرازين الميدوسي والبوليبي، أو الطراز البوليبي,coelenterates typically having alternation of generations; hydroid phase is usually colonial giving 
i65885,n,respiratory system,respiratory system|systema respiratorium,جهاز تنفسي,نظام حيوي حيواني يزود خلايا جسم الإنسان بالأكسجين الضروري لأنشطتها، ويخلصها من ثاني أكسيد الكربون,the system for taking in oxygen and giving off carbon dioxide; in terrestrial animals this is accomp
i24270,v,star,star|asterisk,نَجْمٌ,جرم سماوي مضيء بذاته بسبب انبعاث الضوء والحرارة من مكوناته الغازية,mark with an asterisk
i85987,n,planet,planet,كَوْكَبٌ,جرم سماوي يدور في مدار حول نجم أو بقايا نجم وهو كبير بما يكفي ليصبح شكله مستديرًا و يسيطر على المنطق,any celestial body (other than comets or satellites) that revolves around a star
i36284,n,castle,castle|castling,قَلْعَةٌ,حصنٌ على مكانٍ مرتفع، ويكون مبناً كبير او مجموعة من المباني المحمية المنيعة,interchanging the positions of the king and a rook
i54346,n,gold mine,goldmine|gold mine,مَنْجَمُ ذَهَب,منجم يُستخرج منه الذّهب الخام:,a mine where gold ore is found
i52339,n,copper mine,copper mine,مَنْجَمُ نُحَاس,منجم يُستخرج منه النّحاس الخام,a mine where copper is dug from the ground
i58948,n,silver mine,silver mine,مَنْجَمُ فِضَّة,منجم تُستخرج منه الفضّة الخام,a mine where silver ore is dug
i59775,n,sulfur mine,sulphur mine|sulfur mine,مَنْجَمُ كِبْرِيت,منجم يُستخرج منه الكبريت الخام,a mine where sulphur is dug from the ground
i27438,v,quarry,quarry,مَقْلَعٌ|مَحْجَرٌ,منجم مخصّص لاستخراج الحجارة,extract (something such as stones) from or as if from a quarry
i38609,n,salt mine,treadmill|salt mine,مَنْجَمُ مِلح,منجم لاستخراج الملح من الصّخور,a job involving drudgery and confinement
i18211,r,well,well|good,بِئْرٌ,موقع استخراج الموائع أو الغازات ويكون على شكل حفرة في جوف الأرض,(often used as a combining form) in a good or proper or satisfactory manner or to a high standard (‘
i50183,n,artesian well,artesian well,بِئْرٌ أَرتُوازيّة|بِئْرٌ أُرتُوازيّة,بئر مخصّص لاستخراج الماء من حوض أرتوازيّ في جوف الأرض,a well drilled through impermeable strata into strata that receive water from a higher altitude so t
i66273,n,exoskeleton,exoskeleton,هيكل خارجي,بناء حيوي غير خلوي يتكون من اجزاء خلايا او مواد وتراكيب شكلت بناء حيوي مثل الكولاجين والجيلايكوبرويت,the exterior protective or supporting structure or shell of many animals (especially invertebrates) 
i64980,n,thymus,thymus gland|thymus,غدة زعترية,غدة صماء تقع على القصبة الهوائية أعلى القلب، تكون كبيرة لدى الأطفال وتستمر في الضمور طوال سن المراهق,a ductless glandular organ at the base of the neck that produces lymphocytes and aids in producing i
i56723,n,oil well,oil well|oiler,بِئْر بِتْرول|بِئْر بِتْروليّة|بِئرٌ نَفْط|بِئْر نِفط,بئر مخصّص لاستخراج البترول من جوف الأرض,a well that yields or has yielded oil
i85024,n,atlantic ocean,Atlantic|Atlantic Ocean,المحيط الأطلسي|المحيط الأطلنطي,محيط، ثاني أكبر المحيطات الخمسة، يقع بين قارتيّ أوروبا وأفريقيا شرقا، وبين قارة أمريكا بأقسامها الشم,the 2nd largest ocean; separates North and South America on the west from Europe and Africa on the e
i85569,n,indian ocean,Indian Ocean,المحيط الهندي,محيط، يأتي ترتيبه بعد المحيطين الهادي والأطلسي من حيث المساحة، يمتد من إفريقيا غربا الى أستراليا وأن,"the 3rd largest ocean; bounded by Africa on the west, Asia on the north, Australia on the east and m"
i82062,n,habitation,habitation,مَأْوَىً|مَرْبِضٌ,مأوى الحيوان، يسكنه او يلوذ اليه بشكل متكرر,the native habitat or home of an animal or plant
i23209,v,time,time,مُدَّةٌ|زَمَنٌ|فَتْرَةٌ,مجرّد يمثّل جزءاً من خطّ الزّمن المدرك، تدرك ذاته بنقطة بداية ونقطة نهاية طولها يمثّل زمن أحداث أو م,adjust so that a force is applied and an action occurs at the desired time
i1737,a,omnivorous,omnivorous,حَيَوَانٌ قارِتِيّ,كائن ثدييّ مشيميّ يتغذّى على اللّحوم والنّبات,feeding on both plants and animals
i63744,n,interval,interval|separation,فَتْرَةٌ,زمن يُكَمَّم ويُحسب بناءً على ما يناط به من أحداث فلكيّة، له بداية ونهاية غيرمتساوية، تخلو من الثغرا,the distance between things
i46312,n,pinnipedia,Pinnipedia|suborder Pinnipedia,كَائِنٌ ثَدْيِيٌّ شِبْهُ مائِيّ|حَيَوَانٌ ثَدْيِيٌّ شِبْهُ مائِيّ|حَيَوَانٌ زَعْنَفِيّ القَدَم,كائن ثدييّ مشيميّ يعيش بشكل جزئيّ في المسطّحات المائيّة,seals; sea lions; walruses
i64153,n,moment,consequence|import|moment,نقطة زمنية,زمن يدرك اعتباراً كنقطة واحدة مع اختلاف الأمتداد الزمني بين بدايته ونهايته,having important effects or influence
i37666,n,house,house,مَسْكَنٌ|مَسْكِنٌ|سَكَنٌ|سُكْنَةٌ|بَيْتٌ1|مَنْزِلٌ|دَارٌ,منزل الإنسان الذي يعيش فيه ويستقر,play in which children take the roles of father or mother or children and pretend to interact like a
i3955,s,instant,clamant|crying|exigent|insistent|instant,لَحْظَةٌ,نقطة زمنية قصيرة بمقدار لحظ العين، وقد تطول وتقصر بحسب سياق القائل,demanding attention
i39255,n,end,end,نِهَايَةٌ|آخِرَةٌ|أَجَلٌ,نقطة زمنية ينتهي عندها زمن يستغرقه حدث ما,"(American football) a position on the line of scrimmage, designating players at each end of the defe"
i36671,n,start,start|starting,مُفْتَتَحٌ|مُسْتَهَلٌّ|فَاتِحٌ|غُرَّةٌ|مُقَدِّمَةٌ|مُقَدَّمَةٌ|باكورَةٌ|بَدْءٌ|بِدَايَةٌ|مَطْلَعٌ2|مَطْلِعٌ|أَوَّلُ|بَادِئٌ,نقطة زمنية يبدأ عندها الزمن الذي يستغرقه حدث ما,a turn to be a starter (in a game at the beginning)
i18423,r,now,nowadays|now|today,الآنَ|تَوَّاً|حَالٌ,نقطة زمنية موقعها الزمني يحدده القائل عندما يدركها كحاضر بالنسبة له، ويكون بُعدها الزمني قصير جداً ي,in these times
i24850,v,date,date,وَقْتٌ|أَجَلٌ|مِيقَاتٌ|مَوْعِدٌ,نقطة زمنية تحدد بتاريخ زمني أو أحد مقاييس الوقت على خط الزمن,assign a date to; determine the (probable) date of
i85871,n,nile,Nile|Nile River,نِيْلٌ2,نهر، أطول الأنهار في العالم، يقع في قارة افريقيا، له رافدين أساسيين هما النيل الأبض والنيل الأزرق​,the world's longest river (4150 miles); flows northward through eastern Africa into the Mediterranea
i116927,n,midnight,midnight,منتصف الليل|نصف الليل,نقطة زمنية تمثل الساعة الثانية عشر صباحاً اصطلاحاً، بالنسبة لموقع ما على سطح الأرض,12 o'clock at night; the middle of the night
i34723,v,dawn,dawn,فَجْرٌ|فَلَقٌ|فَلْقٌ,نقطة زمنية تمثل أول طلوع بياض الأفق,appear or develop
i116785,n,afterlife,afterlife|hereafter,آخِرَةٌ,ماصدق من نهاية، نقطة زمنية باعتبار بعض الآديان تعبر عن نهاية الحياة الدنيا وبدأ البعث للحياة الأخرى,life after death
i54970,n,hut,hovel|hut|hutch|shack|shanty,كُوخٌ,منزل صغير يستعمل كمأوى موقت، ومبني بطريقة بدائية من عشب أو قش أو طين أو جليد أو نحوه,small crude shelter used as a dwelling
i12004,s,0,zero|0,صِفْرٌ,عَدد طَبيعي يَدُلُّ عَلَى انعِدام القيمَةِ العَدَدِيَّةِ، عِندَ إضافَتِهِ لأيّ عّدّد آخر يبْقى العَد,indicating the absence of any or all units under consideration
i12006,s,1,one|1|i|ane,وَاحِدٌ,عَدَد طبيعي يَدُلُّ على ما لا يَقبَل التَّعدُّد بِحال وَهُوَ أََصغَر الأَعداد الطبيّعية الموجَبَة، و,used of a single unit or thing; not two or more
i12007,s,2,two|2|ii,اِثْنَانِ,عَدَد طَبيعي أَوْلي يَدُلّ عَلَى ضِعْفَي العَدَدِ واحدِ، وَهُوَ أَصْغَر مِنْ العَدَد ثَلاثَة,being one more than one
i17093,a,faucal,faucal,,,of or relating to the fauces
i17225,a,salivary,salivary,,,of or relating to saliva
i60650,n,turnery,turnery,مِخْرَطَةٌ,مشغل مخصّص لتشكيل اللّدائن والخشب والمعادن باستخدام الآلات الدوّارة,products made on a lathe
i50197,n,atelier,artist's workroom|atelier,مَرْسَمٌ,مشغل مخصّص لممارسة فنون الرّسم (SubtypeOf 95%),a studio especially for an artist or designer
i50285,n,auto factory,automobile factory|auto factory|car factory,مَصْنَع سَيّارات,مصنع مخصّص لإنتاج السيّارات والمركبات ذات الدّفع الآليّ التي تسير على الطّرق,a factory where automobiles are manufactured
i60160,n,textile mill,textile mill,مَصْنَع غَزْل ونَسِيج,مصنع مخصّص لصناعة الخيوط وإنتاج الأقمشة,a factory for making textiles
i59534,n,steel factory,steel mill|steelworks|steel plant|steel factory,مَصْنَع حَديد وصُلْب,مصنع مخصّص لتحويل الحديد الخام وإنتاجه بخصائص وتركيبات مختلفة,a factory where steel is made
i56718,n,oil refinery,oil refinery|petroleum refinery,مِصْفاة بِتْرُول|مِصْفاة نَفْط|مِصْفاة نِفْط|مَعْمَل تَكْرير النَّفْط|مَعْمَل تَكْرير بِتْرُول,مصنع مخصّص لتصفية النّفط الخام واستخلاص منتجات نفطيّة منه,a refinery for petroleum
i56982,n,paper mill,paper mill,مَصْنَع وَرَق,مصنع مخصّص لتصنيع وإنتاج الورق بأشكاله المختلفة,a mill where paper is manufactured
i52686,n,dairy,dairy|dairy farm,مَصْنَع أَلْبان,مصنع مخصّص لتعبئة وإنتاج الحليب وصناعة الألبان بمشتقّاتها المختلفة,a farm where dairy products are produced
i61199,n,winery,winery|wine maker,مَصْنَع نَبيذ,مصنع مخصّص لإنتاج النّبيذ بتخمير بعض أنواع الفواكه كالعنب والتّفاح,an establishment where wine is made
i51118,n,brewery,brewery,مَصْنَع بِيرَة|مَصْنَع جِعَة,مصنع مخصّص لتخمير وإنتاج الجعة,a plant where beer is brewed by fermentation
i26490,v,word,give voice|formulate|word|phrase|articulate,كَلِمَةٌ|كِلْمَةٌ,تعبير كتابي للإشارة أو الدلالة على معنى,put into words or an expression
i68856,n,natural language processing,natural language processing|NLP|human language technology,مُعالَجَة اللُغات الطَبيعّية,,the branch of information science that deals with natural language information
i68970,n,computational linguistics,computational linguistics,اللِسانيّات الحاسوبيّة,,the use of computers for linguistic research and applications
i4268,s,diacritic,diacritic|diacritical,تَشْكِيلَةٌ,,capable of distinguishing
i69821,n,lemma,lemma,جِذْعٌ,كلمة يتم اختيارها اصطلاحا، وتستعمل كمدخلة معجمية للتعبير عن وحدة صرفية (مجموعة كلمات مختلفة تصريفيا),the heading that indicates the subject of an annotation or a literary composition or a dictionary en
i22580,v,stem,stem,سَاقٌ,"الكلمة بعد إزالة السوابق واللواحق منها، وهي ليست بالضرورة تعادل الجذر. مثلا كلمة مكتبة"" ساقها ""مكتب""",remove the stem from
i23528,v,root,root,جَذْرٌ2|جِذْرٌ,,cause to take roots
i28163,v,prefix,prefix,سابِقَة,ج. سوابق,attach a prefix to
i28164,v,suffix,suffix,لَاحِقَةٌ,ج. لواحق,attach a suffix to
i64400,n,corpus,corpus,مُدَوَّنَةٌ,ج. مدونات,the main part of an organ or other bodily structure
i68964,n,epistemology,epistemology,إِبِسْتِيمُولُوجِيَا,,the philosophical theory of knowledge
i68946,n,ontology,ontology,أُنْطُولُوجِيَا,فلسفيا، فرع من فروع الفلسفة التحليلية وتعني علم الوجود بما هو موجود، وهي تعلو الابستمولوجيا في نظرية,the metaphysical study of the nature of being and existence
i64055,n,realism,realism|pragmatism,وَاقِعِيَّةٌ,,the attribute of accepting the facts of life and favoring practicality and literal truth
i62580,n,idealism,high-mindedness|idealism|noble-mindedness,مِثَالِيَّةٌ,,elevated ideals or conduct; the quality of believing that ideals should be pursued
i68212,n,materialism,materialism|physicalism,مَادِّيَّةٌ,,(philosophy) the philosophical theory that matter is the only reality
i68249,n,skepticism,agnosticism|skepticism|scepticism,اِرْتِيَابِيَّةٌ|شُكوكيَّةٌ,,the disbelief in any claims of ultimate knowledge
i68199,n,conceptualism,conceptualism,تَصَوُّريَّةٌ,,the doctrine that the application of a general term to various objects indicates the existence of a 
i68218,n,nominalism,nominalism,اِسْميَّةٌ,,(philosophy) the doctrine that the various objects labeled by the same term have nothing in common b
i67276,n,reductionism,reductionism,اخْتِزَالِيَّةٌ,,the analysis of complex things into simpler constituents
i69017,n,lexical semantics,lexical semantics,الدلالة اللغوية,,the branch of semantics that studies the meanings and relations of words
i40350,n,conceptualization,conceptualization|conceptualisation|formulation,تَصَوُّرٌ,,inventing or contriving an idea or explanation and formulating it mentally
i26682,v,instance,exemplify|illustrate|instance,مِصْدَاقٌ|ماصَدَقٌ,الشيء الذي يصدق (أي يحقق) صفات المفهوم/الكلي.,clarify by giving an example of
i2955,s,universal,cosmopolitan|ecumenical|oecumenical|general|universal,كُلِّيٌّ,,of worldwide scope or applicability
i25832,v,gloss,color|colour|gloss,تَبْصِرَةٌ,,give a deceptive explanation or excuse for
i70238,n,glossary,glossary|gloss,مُعجَم مُصطلحات,,an alphabetical list of technical terms in some specialized field of knowledge; usually published as
i60135,n,term,terminus|terminal figure|term,مُصْطَلَحٌ,,(architecture) a statue or a human bust or an animal carved out of the top of a square pillar; origi
i62353,n,polysemy,polysemy|lexical ambiguity,مُشتَرك لَفظي,,the ambiguity of an individual word or phrase that can be used (in different contexts) to express tw
i80612,n,synset,synset,رَدائِف,مجموعة من المترادفات، كلمة او اكثر، تشير الى مفهوم مشترك فيما بينها.,a set of one or more synonyms
i68952,n,formal logic,symbolic logic|mathematical logic|formal logic,مَنْطِقٌ,,any logical system that abstracts the form of statements away from their content in order to establi
i26266,v,predicate,connote|predicate,مَحْمُولٌ|صِفَةٌ,,involve as a necessary condition of consequence; as in logic
i25288,v,premise,premise|premiss,مُقَدِّمَةٌ,ج. مقدمات,take something as preexisting and given
i64300,n,interoperability,interoperability,تَوافُقْيَّةٌ,,(computer science) the ability to exchange and use information (usually in a large heterogeneous net
i56615,n,node,node|client|guest,عُقْدَةٌ,,(computer science) any computer that is hooked up to a computer network
i71363,n,relational database,relational database,قاعدة بيانات علائقية,,a database in which relations between information items are explicitly specified as accessible attri
i72766,n,query language,command language|query language|search language,لُغَة اِستِعلام,,a source language consisting of procedural operators that invoke functions to be executed
i36762,n,optimization,optimization|optimisation,تَحْسِينٌ,,the act of rendering optimal
i107450,n,data mining,data mining,تَنقيب في البَيانات,,data processing using sophisticated data search capabilities and statistical algorithms to discover 
i70576,n,mailing list,mailing list,بَريد جَماعي,,a list of names and addresses to which advertising material is mailed
i65298,n,leaflet,cusp|leaflet,مَطْوِيٌّ,,a thin triangular flap of a heart valve
i69622,n,lexeme,lexeme,لَكْسيم|وِحدَة صَرفية,مجموعة الكلمات التي تختلف عن بعضها تصريفا (صيغ مختلفة لنفس الكلمة) فقط، وليس اختلافا اشتقاقياً، وهذه,a minimal unit (as a word or stem) in the lexicon of a language; ‘go’ and ‘went’ and ‘gone’ and ‘goi
i73875,n,inflection,modulation|inflection,تَصْرِيفٌ|صِيغَةٌ,,a manner of speaking in which the loudness or pitch or tone of the voice is modified
i37467,n,derivation,derivation,مُشْتَقٌّ,,the act of deriving something or obtaining something from a source or origin
i30452,v,pattern,model|pattern,وَزْنٌ|تَفْعِيلَةٌ,,plan or create according to a model or models
i69697,n,verbal noun,verbal noun|deverbal noun,مَصدَر فِعِل,,a noun that is derived from a verb
i69718,n,pronoun,pronoun,ضَمِيرٌ,مثل: انا، انت، هي، هم، انتما ...,a function word that is used in place of a noun or noun phrase
i69720,n,demonstrative pronoun,demonstrative pronoun|demonstrative,اِسْم إشارة,مثل: هذا، ، تلك، ذاك، وغيرها. تنقسم أسماء الإشارة من حيث الدلالة إلى الـمُشار إليه ثلاثة أقسام هي : ,a pronoun that points out an intended referent
i68638,n,morphology,morphology,صَرْفٌ,تشكيل وتوليد الكلمات سواء الصيغ (inflections) او المشتقات (derivations),the branch of biology that deals with the structure of animals and plants
i22382,v,scroll,scroll,اِسْتَعْرَضَ,يتنقل، صعودا/نزولا او يمينا/يسارا، للاطلاع على محتويات صفحة الكترونية او ملف الكتروني. [ استَعرَضَ، ,move through text or graphics in order to display parts that do not fit on the screen
i74598,n,white paper,white book|white paper,ورقة تعريفية,,a government report; bound in white
i28298,v,character,character,حَرْفٌ,أصغر وحدة تمثيل كتابية,engrave or inscribe characters on
i35747,n,mark,bell ringer|bull's eye|mark|home run,رَمْزٌ|عَلَامَةٌ,حرف ليس جزء من الأبجدية أو الأعداد,something that exactly succeeds in achieving its goal
i72472,n,punctuation mark,punctuation|punctuation mark,عَلامَةُ تَرقيْم,حرف يستعمل للفصل بين كلمات، أو أجزاء من الجملة,the marks used to clarify meaning by indicating separation of words into sentences and clauses and p
i69695,n,proper noun,proper noun|proper name,اسم العلم,مقولة فرعية للاسم، تحيل دلاليا على شيء أو شخص، خاص وفريد، يتميز بتسميته عن باقي الأشياء من صنفه.,a noun that denotes a particular thing; usually capitalized
i6061,s,generic,generic,اسم جنس,كلمة تَصلح لتسمية طبقة طبيعية من الأشياء.,applicable to an entire class or group
i35861,n,occupation,occupation|occupancy|moving in,مِهْنَةٌ,,the act of occupying or taking possession of a building
i88467,n,top executive,baron|business leader|king|magnate|mogul,الادارة العليا,,a very wealthy or powerful businessperson
i38553,n,chief executive,President of the United States|President|Chief Executive,رئيس تنفيذي,,the office of the United States head of state
i93466,n,surveyor,surveyor,مَسَّاحٌ,,an engineer who determines the boundaries and elevations of land or structures
i25255,v,engineer,mastermind|engineer|direct|organize|organise,مُهَنْدِسٌ,,plan and direct (a complex undertaking)
i88572,n,life scientist,biologist|life scientist,عالم في العلوم الطبيعية,,(biology) a scientist who studies living organisms
i90521,n,historian,historian|historiographer,مُؤَرِّخٌ,,a person who is an authority on history and who studies it and writes about it
i88103,n,counselor,advocate|counsel|counselor|counsellor|counselor-at-law,مُسْتَشَارٌ,,a lawyer who pleads cases in court
i34646,v,tutor,tutor,مدرس خاص|معلم خصوصي,,act as a guardian to someone
i88282,n,designer,architect|designer,مُصَمِّمٌ,,someone who creates plans to be used in making something (such as buildings)
i89277,n,fashion designer,couturier|fashion designer|clothes designer|designer,مُصمِّم الأزياء,,someone who designs clothing
i88069,n,actor,actor|doer|worker,مُمَثِّلٌ,,a person who acts and gets things done
i89381,n,dancer,dancer|professional dancer|terpsichorean,رَاقِصٌ,,a performer who dances professionally
i71005,n,editor,editor program|editor,مُحَرِّرٌ,,(computer science) a program designed to perform such editorial functions as rearrangement or modifi
i92002,n,photographer,photographer,مُصَوِّرٌ,,someone who takes photographs professionally
i91986,n,pharmacist,pharmacist|druggist|chemist|apothecary|pill pusher,صَيْدلانيٌّ,,a health professional trained in the art of preparing and dispensing drugs
i93911,n,veterinarian,veterinarian|veterinary|veterinary surgeon|vet,طبيب بيطري,,a doctor who practices veterinary medicine
i92502,n,registered nurse,registered nurse|RN,ممرض مسجل,,a graduate nurse who has passed examinations for registration
i92322,n,psychiatrist,psychiatrist|head-shrinker|shrink,طبيب نفسي,,a physician who specializes in psychiatry
i93458,n,surgeon,surgeon|operating surgeon|sawbones,جرَّاحٌ,,a physician who specializes in surgery
i88415,n,bailiff,bailiff,غَفيرٌ,,an officer of the court who is employed to execute writs and processes and make arrests etc.
i34570,v,cook,fudge|manipulate|fake|falsify|cook,طَاهٍ2,,"tamper, with the purpose of deception"
i90401,n,animal trainer,animal trainer|handler,مدرب الحيوانات,,one who trains or exhibits animals
i21983,v,barber,barber,حَلَّاقٌ,,perform the services of a barber: cut the hair and/or beard of
i33847,v,cashier,cashier,أمين الصندوق,,"discharge with dishonor, as in the army"
i40129,n,model,model|modelling|modeling,عارض/ة أزياء,,the act of representing something (usually on a smaller scale)
i91241,n,stonemason,mason|stonemason,حَجَّارٌ,,a craftsman who works with stone or brick
i33786,v,carpenter,carpenter,نَجّارٌ,,work as a carpenter
i89711,n,electrician,electrician,كَهْرَبَائِيٌّ,,a person who installs or repairs electrical or telephone lines
i90219,n,glazier,glass cutter|glass-cutter|glassworker|glazier|glazer,زَجَّاجٌ,,someone who cuts flat glass to size
i88418,n,baker,baker|bread maker,خَبَّازٌ,,someone who bakes bread or cake
i94177,n,woodworker,woodworker,عامل بالأخشاب,,someone who makes things out of wood
i93316,n,flight attendant,steward|flight attendant,مضيفة طيران,,an attendant on an airplane
i68278,n,learning,eruditeness|erudition|learnedness|learning|scholarship,تَعَلُّمٌ,عملية إدراكية يحدث فيها تكيف سلوكي طويل الأمد نسبيًا كنتيجة للتجربة.,profound scholarly knowledge
i56132,n,memory,memory|computer memory|storage|computer storage|store,,,an electronic memory device
i67170,n,short-term memory,short-term memory|STM|immediate memory,,,what you can repeat immediately after perceiving it
i67172,n,long-term memory,long-term memory|LTM,,,your general store of remembered information
i67167,n,operant conditioning,operant conditioning,التكيف الفعال,تعلم القدرة على توقع الأحداث المستقبلية بناءً على الخبرة الماضية للشخص وآثارها على سلوكه.,conditioning in which an operant response is brought under stimulus control by virtue of presenting 
i36435,n,habituation,habituation,تَعَوُّدٌ,ضعف الاستجابة السلوكية لمثير معين بعد التعرض له بشكل متكرر (مثال، ضعف ردة فعل الخوف عند ظهور صوت عال,a general accommodation to unchanging environmental conditions
i39764,n,sensitization,sensitizing|sensitising|sensitization|sensitisation,تَوْعيةٌ,زيادة في الاستجابة السلوكية يعد التعرض لمثير بشكل متكرر (مثال: تعريض حيوان لصدمة كهربائية خفيفة بشمل,rendering an organism sensitive to a serum by a series of injections
i61578,n,alertness,alertness|sharp-sightedness|on the qui vive,تَأَهُّبٌ|حَذَرٌ,حالة من الانتباه النشط المبني على وعي حسي عالي كالتأهب لرد فعل سريع عند مواجهة خطر ما.,lively attentiveness
i67309,n,judging,judgment|judgement|judging,حُكْمٌ,عملية إدراكية تكون نتيجتها رأي أو اعتقاد,the cognitive process of reaching a decision or drawing conclusions
i39883,n,arousal,foreplay|arousal|stimulation,إِثَارَةٌ,حالة جسدية ونفسية تتسم بالنشاط أو ردة الفعل على المثيرات.,mutual sexual fondling prior to sexual intercourse
i10561,s,thinking,intelligent|reasoning|thinking,,عملية عقلية تنطوي على التلاعب باللغة العقلية و / أو الصور العقلية,endowed with the capacity to reason
